dcid,year,total_distribution_power_line_length,cost_per_household_for_undergrounding_fire_prone_lines
geoId/060750212002,2021,1589.7277163411466,0.0
geoId/060750211004,2021,2726.2400395876457,0.0
geoId/060750205003,2021,961.8782955819652,0.0
geoId/060750215002,2021,1947.301871693115,0.0
geoId/060750211002,2021,2263.6456785955756,0.0
geoId/060750253003,2021,2506.5137297510355,0.0
geoId/060450104003,2021,4555.85966809725,0.0
geoId/060450104001,2021,11702.676583234312,0.0
geoId/060450103001,2021,22350.106545667713,0.0
geoId/060450103003,2021,20086.84707698336,0.0
geoId/060450104002,2021,9856.458339895298,0.0
geoId/060450102003,2021,66710.62850379388,0.0
geoId/060450105001,2021,6821.034999409087,0.0
geoId/060450103002,2021,76775.7308728549,10932.861692855273
geoId/060450103004,2021,29926.01232174045,0.0
geoId/060450105003,2021,9089.692883092895,0.0
geoId/060170314022,2021,146768.17816812388,26755.554396205163
geoId/060170314024,2021,99018.4589247044,37418.09540869966
geoId/060170314051,2021,88954.16842529438,9507.268323439212
geoId/060170314023,2021,105957.77780088256,17013.775574173225
geoId/060170314061,2021,42770.16856085186,1611.3598481779231
geoId/060170314042,2021,52697.358247169774,12132.61232776905
geoId/060170313011,2021,29391.384311078124,5383.416253755899
geoId/060170314063,2021,44585.07349208424,20809.966565256236
geoId/060050002001,2021,111804.54163769376,59748.87569120232
geoId/060170314062,2021,53005.46415161428,9841.942052121016
geoId/060190015002,2021,86316.36957644754,0.0
geoId/060014507451,2021,13355.94321939991,0.0
geoId/060014507452,2021,35578.9210508591,0.0
geoId/060014507442,2021,17348.790659203118,0.0
geoId/060014507461,2021,33376.55482475904,0.0
geoId/060014506042,2021,11861.750151337035,0.0
geoId/060750154003,2021,2509.334000853324,0.0
geoId/060952529033,2021,62331.6517916894,24044.162675017036
geoId/060952529032,2021,52197.767491904735,2542.694120577279
geoId/060952529041,2021,47192.01653980072,0.0
geoId/060952529034,2021,103303.55889016684,181306.91123952335
geoId/060952532062,2021,20503.665753915702,0.0
geoId/060750307001,2021,7664.696849545985,0.0
geoId/060750307002,2021,3070.199775085888,0.0
geoId/060750307003,2021,5203.639725757749,0.0
geoId/060750311005,2021,3681.457656429247,0.0
geoId/061010510001,2021,136171.01126730398,0.0
geoId/060470003042,2021,3794.202752830119,0.0
geoId/060470003041,2021,10145.935851859424,0.0
geoId/060470003045,2021,10474.409133126546,0.0
geoId/060470003032,2021,76538.84171682112,0.0
geoId/060470005051,2021,123078.1692289016,0.0
geoId/060770031102,2021,3296.3813537790675,0.0
geoId/060770031112,2021,14677.490154505327,0.0
geoId/060770031103,2021,5612.293367920777,0.0
geoId/060770031094,2021,10333.935222323242,0.0
geoId/060770033053,2021,15392.702745833343,0.0
geoId/060770033073,2021,8319.910257646883,0.0
geoId/060770031101,2021,8698.00987326167,0.0
geoId/060770031093,2021,4675.611315694095,0.0
geoId/060770031111,2021,9493.02239273734,0.0
geoId/060770031092,2021,9143.420749575294,0.0
geoId/060770048003,2021,108670.60683817412,0.0
geoId/060770036023,2021,18923.0925027161,0.0
geoId/060770036022,2021,40676.415236732144,0.0
geoId/060770036011,2021,35842.87295662488,0.0
geoId/060770036021,2021,65686.86669934378,0.0
geoId/060770048002,2021,23648.73838511477,0.0
geoId/060770027021,2021,3436.086897898747,0.0
geoId/060855019001,2021,17301.942985602804,0.0
geoId/060855017001,2021,6653.929089733428,0.0
geoId/060871203012,2021,28285.60957208912,45922.274878170545
geoId/060871207003,2021,29354.8000340459,13356.701313660924
geoId/060871207002,2021,19664.40562046797,5865.870464064781
geoId/060871202002,2021,43231.87871888663,48729.62869032368
geoId/060014219002,2021,2286.288518016901,0.0
geoId/060014219003,2021,3502.1487915328416,0.0
geoId/060014219004,2021,4794.86537558031,0.0
geoId/060014206001,2021,4027.4174738131687,0.0
geoId/060014219001,2021,3186.726481597409,0.0
geoId/060830020052,2021,15127.130776606273,3363.0440937285875
geoId/060830020092,2021,7560.475670577322,0.0
geoId/060830020121,2021,6977.895040334219,0.0
geoId/060830020051,2021,4467.954279592994,0.0
geoId/060830020132,2021,19552.71096142581,0.0
geoId/060830020102,2021,4454.020129374978,0.0
geoId/060830020091,2021,9561.453113565569,0.0
geoId/060830020122,2021,5820.190725679674,0.0
geoId/060830020053,2021,10104.52625601986,0.0
geoId/060830020123,2021,7943.7891573328525,0.0
geoId/060830020104,2021,3347.415686235659,0.0
geoId/060830020103,2021,5716.399056941175,0.0
geoId/060830020131,2021,9731.762293117124,0.0
geoId/060830020054,2021,6852.476116767498,0.0
geoId/060830020113,2021,5981.1233070105245,0.0
geoId/060830020093,2021,5667.20450388607,0.0
geoId/060830020112,2021,44654.96815645301,0.0
geoId/060133072023,2021,6468.06422437751,0.0
geoId/060133072022,2021,1573.8227889572067,0.0
geoId/060133072021,2021,6568.835275975316,0.0
geoId/060133071022,2021,4203.852903913823,0.0
geoId/060133080011,2021,16351.91874214935,0.0
geoId/060133080013,2021,10372.960063476652,0.0
geoId/060133080014,2021,8588.904260512787,0.0
geoId/060133071011,2021,10209.05418203814,0.0
geoId/060133071024,2021,9310.54096343822,0.0
geoId/060133071023,2021,4539.003658668457,0.0
geoId/060133072051,2021,8037.705868481742,0.0
geoId/060390004001,2021,299040.96032158803,0.0
geoId/060390002023,2021,192166.6261113225,0.0
geoId/060390002022,2021,166609.99696019318,0.0
geoId/060690003001,2021,4742.516526329369,0.0
geoId/060690007012,2021,3464.9238478179577,0.0
geoId/060690003003,2021,6474.941905596832,0.0
geoId/060690007022,2021,21036.744333122733,0.0
geoId/060690007011,2021,7708.252405846219,0.0
geoId/060690004001,2021,7518.067549306931,0.0
geoId/060690004004,2021,5337.228277721525,0.0
geoId/060690003002,2021,28017.236756759863,0.0
geoId/060690004005,2021,3608.015963485997,0.0
geoId/060690004003,2021,2251.394778082092,0.0
geoId/060690004002,2021,2569.378953313989,0.0
geoId/060690004006,2021,3873.629753021996,0.0
geoId/060855031151,2021,33553.36011082712,0.0
geoId/060855032141,2021,11903.207465590242,0.0
geoId/060855032142,2021,12846.778804531865,0.0
geoId/060855031161,2021,8846.589305371166,0.0
geoId/060855031162,2021,6594.310108633114,0.0
geoId/060855031083,2021,1487.3323278056027,0.0
geoId/060855031084,2021,5800.278589781407,0.0
geoId/060855031081,2021,9359.56151343527,0.0
geoId/060855031082,2021,9673.085222736823,0.0
geoId/060855032045,2021,4655.8670223594045,0.0
geoId/060855120055,2021,9338.281151430076,0.0
geoId/060855120052,2021,4582.529703639736,0.0
geoId/060190050001,2021,6179.937737238699,0.0
geoId/060190045051,2021,22854.768763514952,0.0
geoId/060190050003,2021,19453.58912463508,0.0
geoId/060190050002,2021,8335.140321353374,0.0
geoId/060190049012,2021,12405.680634622924,0.0
geoId/060190045052,2021,16964.977923010392,0.0
geoId/060190046021,2021,8080.707544728331,0.0
geoId/060190051004,2021,4186.097443702971,0.0
geoId/060190067001,2021,13014.550365883484,0.0
geoId/060190067004,2021,8676.408547892526,0.0
geoId/060190068023,2021,52843.069966614385,0.0
geoId/060190063003,2021,52284.87816487184,0.0
geoId/060190069003,2021,77346.58631793606,0.0
geoId/060411102003,2021,17013.239971170664,268.92810725826206
geoId/060411102002,2021,10873.831872940793,0.0
geoId/060411102001,2021,17375.730735850633,0.0
geoId/060411101001,2021,234.86912703244667,560.481713839364
geoId/060411101003,2021,8166.543334724391,0.0
geoId/060411122022,2021,32214.646120977945,0.0
geoId/060411060021,2021,12755.422466654676,0.0
geoId/060470021003,2021,27803.114876300988,0.0
geoId/060790113002,2021,14758.711610819497,0.0
geoId/060530132001,2021,126319.0697435684,14891.226600129436
geoId/060530130001,2021,10869.73329268783,0.0
geoId/060530128004,2021,3708.120825813117,0.0
geoId/060530125025,2021,1213.6255995240283,0.0
geoId/060530128002,2021,11390.778419063608,1017.8920832560408
geoId/060530125024,2021,2642.4896923568785,0.0
geoId/061130102034,2021,45416.43054032342,0.0
geoId/061130102042,2021,7301.424546327152,0.0
geoId/061130102011,2021,23699.7241406848,0.0
geoId/061130102033,2021,6485.208747067937,0.0
geoId/061130102032,2021,10057.101008620397,0.0
geoId/061130102043,2021,8569.187890420053,0.0
geoId/061130101021,2021,110108.23157177848,0.0
geoId/061130102012,2021,4912.2701496169675,0.0
geoId/061010505011,2021,16035.143840997693,0.0
geoId/061010508001,2021,208155.81984391683,2446.6132049367184
geoId/061010509001,2021,144682.80324296094,0.0
geoId/061010505031,2021,16530.535633680953,0.0
geoId/061010505041,2021,20131.9535171213,0.0
geoId/060470014022,2021,11585.948446857654,0.0
geoId/060470016011,2021,7079.893638086067,0.0
geoId/060470026001,2021,93774.51536568228,0.0
geoId/060470014023,2021,8881.225338451179,0.0
geoId/060470012002,2021,9523.581582725084,0.0
geoId/060470016021,2021,24602.68200437472,0.0
geoId/060470012004,2021,16809.347172747424,0.0
geoId/060470012001,2021,5023.2251918380125,0.0
geoId/060470010043,2021,11393.272071312858,0.0
geoId/060470012003,2021,7594.250166921357,0.0
geoId/060470014011,2021,9690.371937854366,0.0
geoId/060470013023,2021,7266.796732360813,0.0
geoId/060470026002,2021,18245.15839314669,0.0
geoId/060470009013,2021,161470.93498959698,0.0
geoId/060470014021,2021,6955.0784233414015,0.0
geoId/060470016012,2021,5000.608451417376,0.0
geoId/060470013021,2021,3942.69708673029,0.0
geoId/060470013022,2021,3774.514897185237,0.0
geoId/060470014024,2021,5578.207677858314,0.0
geoId/060470016013,2021,1891.232671440607,0.0
geoId/061150403021,2021,20917.92813910505,0.0
geoId/061150403032,2021,5137.739966108345,0.0
geoId/061150403011,2021,18669.25916555104,0.0
geoId/061150403031,2021,35183.730442752574,0.0
geoId/061150401005,2021,21727.47154678768,0.0
geoId/061150409011,2021,174342.9348113375,24327.92423313813
geoId/060750216002,2021,8396.828315014682,0.0
geoId/060750217001,2021,5329.311008701411,0.0
geoId/060750204021,2021,4641.371083468111,0.0
geoId/060750305003,2021,4969.133586102197,0.0
geoId/060750208003,2021,2923.688421448684,0.0
geoId/060750208004,2021,3699.207134320965,0.0
geoId/060750209004,2021,3559.5576269896974,0.0
geoId/060750305002,2021,3364.722385647001,0.0
geoId/060750306001,2021,4485.1697509610185,0.0
geoId/060750210004,2021,1188.3215455587174,0.0
geoId/060750306002,2021,3410.3344524870968,0.0
geoId/060750213002,2021,2860.345686843977,0.0
geoId/060750305001,2021,5772.495549990919,0.0
geoId/060750253004,2021,4754.007838933773,0.0
geoId/060750209003,2021,1045.9694156456924,0.0
geoId/060750210003,2021,1552.5564848743725,0.0
geoId/060750210002,2021,1781.4333242021296,0.0
geoId/060750209001,2021,3366.236137754817,0.0
geoId/060816100001,2021,4750.177989383884,0.0
geoId/060816101001,2021,7432.887842669908,0.0
geoId/061130113003,2021,24717.287577152885,0.0
geoId/061130113005,2021,8622.633410644374,0.0
geoId/061130113001,2021,119208.8489981094,20008.51509664344
geoId/061130113004,2021,12717.379142055042,0.0
geoId/060952529031,2021,104771.462240823,1217.8094350076708
geoId/060890108051,2021,20331.763512195914,0.0
geoId/060890118012,2021,46382.332544115634,0.0
geoId/060890113004,2021,816.6054206967483,0.0
geoId/060890108041,2021,13649.575153167896,0.0
geoId/060890103001,2021,3293.403906204862,0.0
geoId/060890119002,2021,51514.673036556975,0.0
geoId/060890114031,2021,19591.602023815965,0.0
geoId/060890108052,2021,664.179892747165,0.0
geoId/060890113003,2021,270.37483964016525,0.0
geoId/060133540023,2021,18872.908057555967,0.0
geoId/060190055032,2021,76354.50520675277,0.0
geoId/060450111021,2021,94496.69091348317,13942.211672156323
geoId/060890127021,2021,137974.7601760161,0.0
geoId/060930012001,2021,2688.810740452729,0.0
geoId/060070028004,2021,4492.650267811149,0.0
geoId/060070028005,2021,4898.858660340362,0.0
geoId/060530001011,2021,13571.649448047328,0.0
geoId/060530105062,2021,6753.577483677137,0.0
geoId/060530001032,2021,9982.46296856866,0.0
geoId/060530001023,2021,9364.019943063116,0.0
geoId/060530001022,2021,12672.663652713418,0.0
geoId/060530001012,2021,16935.916743456826,0.0
geoId/060530105051,2021,5665.541038133956,0.0
geoId/060530001031,2021,7436.057706409704,0.0
geoId/060530001021,2021,4436.132085781963,0.0
geoId/060530105042,2021,6940.0069930792515,0.0
geoId/060530105011,2021,20858.124409530392,0.0
geoId/060816057002,2021,17388.199868078744,0.0
geoId/060816067001,2021,4461.70667058026,0.0
geoId/060690001003,2021,163302.33617667842,5212.579837579138
geoId/060971509012,2021,6900.684467974722,0.0
geoId/060971507011,2021,16173.628295825867,0.0
geoId/060971509011,2021,6243.6297773098095,0.0
geoId/061130109011,2021,10522.547888705443,0.0
geoId/061130109012,2021,6951.526530804323,0.0
geoId/061130110011,2021,13309.391636606766,0.0
geoId/061130109021,2021,8312.64936157084,0.0
geoId/061130109022,2021,9040.967398359073,0.0
geoId/061130110012,2021,10924.625294262913,0.0
geoId/061130108002,2021,7534.957827157223,0.0
geoId/061130109023,2021,9577.948114344308,0.0
geoId/061130108003,2021,23081.76296189438,0.0
geoId/061130108001,2021,6701.719706807818,0.0
geoId/061130109013,2021,6730.463828295839,0.0
geoId/060133382041,2021,10767.668591572288,0.0
geoId/060133430022,2021,24478.055143818056,3008.7265251658127
geoId/060133383023,2021,14375.193118380585,0.0
geoId/060133382042,2021,11355.318438337046,0.0
geoId/060133430021,2021,11744.912310016436,0.0
geoId/060133382043,2021,8053.790558300127,0.0
geoId/060470017001,2021,11877.442376503595,0.0
geoId/060470017003,2021,7562.996077656496,0.0
geoId/060470017002,2021,6036.863948731568,0.0
geoId/060470014012,2021,8703.481572605775,0.0
geoId/060470009012,2021,259439.17505471513,0.0
geoId/060470019022,2021,321476.94622666,0.0
geoId/060470019011,2021,169706.36044161912,0.0
geoId/060750615006,2021,7717.491260114576,0.0
geoId/060790115011,2021,10797.522313577658,0.0
geoId/060790113003,2021,9274.280117359756,0.0
geoId/060790113004,2021,7800.018271300459,0.0
geoId/060790113001,2021,16543.838844344027,3320.242799569273
geoId/060790112001,2021,6610.393433471208,0.0
geoId/060790112003,2021,2746.193177569414,0.0
geoId/060390004002,2021,495579.3229471193,0.0
geoId/060190033023,2021,3885.590219709443,0.0
geoId/060190034004,2021,5625.501141443146,0.0
geoId/060190033021,2021,3548.903196219557,0.0
geoId/060190034001,2021,3667.495310348481,0.0
geoId/060411281003,2021,21372.924649180542,0.0
geoId/060411290001,2021,3113.2391643085393,0.0
geoId/060411290002,2021,2931.684896754087,0.0
geoId/060411282003,2021,11023.60081302768,0.0
geoId/060411302022,2021,3510.3260611607343,0.0
geoId/060190055143,2021,13309.474429660171,0.0
geoId/060190055141,2021,10012.038398059962,0.0
geoId/060190056021,2021,17268.957861318897,0.0
geoId/060190055072,2021,24871.98086352929,0.0
geoId/060190056061,2021,17046.372264408466,0.0
geoId/060190044041,2021,27774.39237428288,0.0
geoId/060190055241,2021,34542.24562239292,0.0
geoId/060190055091,2021,15886.645679246572,0.0
geoId/060190055142,2021,8733.319915423885,0.0
geoId/060190055102,2021,11249.14697872392,0.0
geoId/060190055082,2021,15380.104374802164,0.0
geoId/060190055101,2021,23415.055408325425,0.0
geoId/060190055092,2021,22313.895930112216,0.0
geoId/060050005002,2021,56681.63453447412,140358.93753532888
geoId/060050005001,2021,55554.8574950434,51191.49385232903
geoId/060110001002,2021,191192.5432149793,0.0
geoId/061130114001,2021,203054.17325074144,0.0
geoId/061130115002,2021,219759.91333651557,0.0
geoId/061130105102,2021,7290.519217231093,0.0
geoId/061130105103,2021,4131.33133242863,0.0
geoId/061130107032,2021,7217.837901690374,0.0
geoId/061130107012,2021,5486.1011511858205,0.0
geoId/061130105091,2021,5257.687456042762,0.0
geoId/061130107011,2021,8872.087049158788,0.0
geoId/061130107031,2021,2050.7801560817193,0.0
geoId/061130107013,2021,3442.002052845343,0.0
geoId/061130107041,2021,10394.426460178593,0.0
geoId/061130107033,2021,2941.3596812087626,0.0
geoId/061130107014,2021,11792.384985662213,0.0
geoId/061130106021,2021,7995.273786861308,0.0
geoId/060552019002,2021,74603.87175202773,79268.55496661479
geoId/060552020003,2021,10638.83717806062,0.0
geoId/060552020002,2021,9321.477730753668,3076.176215976081
geoId/060552020001,2021,7823.985612366603,0.0
geoId/060552019001,2021,93892.57719483857,160399.65277738083
geoId/060552017004,2021,66673.04039211375,106475.88608560094
geoId/060552020004,2021,12131.216121371916,0.0
geoId/060952527044,2021,3481.1067663294157,0.0
geoId/060952527023,2021,5069.8351925676725,0.0
geoId/060952527022,2021,6128.8411473547985,0.0
geoId/060952527031,2021,7461.411983764059,0.0
geoId/060952527045,2021,6863.578381473246,0.0
geoId/060952527032,2021,7950.306774748959,0.0
geoId/060952527026,2021,113004.2482873034,0.0
geoId/060952525022,2021,6044.415643790838,0.0
geoId/060952527033,2021,6366.044744819494,0.0
geoId/060190038051,2021,12940.611802353853,0.0
geoId/060190038052,2021,4429.222148970158,0.0
geoId/060190047031,2021,9142.797521404627,0.0
geoId/061070003023,2021,57970.85640976082,0.0
geoId/060310001002,2021,156724.45291986875,0.0
geoId/060014031001,2021,13942.977843227896,0.0
geoId/060014030001,2021,10163.41087486064,0.0
geoId/060014030002,2021,5427.205541091475,0.0
geoId/060014033002,2021,4862.606057309623,0.0
geoId/060014034002,2021,2341.5618303740803,0.0
geoId/060014034001,2021,6294.537195734988,0.0
geoId/060952521072,2021,6104.581736558585,0.0
geoId/060952521071,2021,15361.249601494716,0.0
geoId/060952521051,2021,10837.356104217231,0.0
geoId/060952521052,2021,8943.14301126688,0.0
geoId/060952521063,2021,7834.435030653861,0.0
geoId/060952521062,2021,9014.72263014522,0.0
geoId/060952521042,2021,9054.140079719942,0.0
geoId/060952521061,2021,12637.498359154815,0.0
geoId/060952521041,2021,20183.381184817605,5417.603765038634
geoId/060952521043,2021,13732.866353507496,0.0
geoId/060952521022,2021,54978.84426095041,12216.53701978864
geoId/060952505022,2021,12518.564621923111,0.0
geoId/060952506051,2021,7805.880117749144,0.0
geoId/060816080044,2021,47675.906306861725,0.0
geoId/060816079003,2021,7818.203950593291,0.0
geoId/060816077013,2021,7039.068051933765,0.0
geoId/060816077012,2021,2994.2095743159075,0.0
geoId/060816077011,2021,3471.353770694281,0.0
geoId/060816061003,2021,1857.044137893624,0.0
geoId/060816061002,2021,3246.580144541439,0.0
geoId/060816062002,2021,4955.050370861704,0.0
geoId/060816062003,2021,6251.473434709915,0.0
geoId/060816077021,2021,4035.279151106573,0.0
geoId/061030011005,2021,6535.465576260965,0.0
geoId/061030011006,2021,12594.47755581056,0.0
geoId/061030011004,2021,25804.1043794761,0.0
geoId/060690007023,2021,5140.285880358676,0.0
geoId/060690006002,2021,14376.741888085728,0.0
geoId/060690006004,2021,7397.778501093672,0.0
geoId/060690008011,2021,30603.682548803437,7640.450274319393
geoId/060690008022,2021,103064.32058919268,171133.8486320416
geoId/060690006003,2021,9421.856102221343,0.0
geoId/060690005022,2021,5831.172075295087,0.0
geoId/060690008023,2021,88259.20508956768,9241.490292808769
geoId/060411141001,2021,13361.64730049667,0.0
geoId/060411170001,2021,9785.198675189187,0.0
geoId/060411150002,2021,13101.535276855133,420.0253076381469
geoId/060411110003,2021,7391.328025840784,0.0
geoId/060411081002,2021,685.5064251922435,0.0
geoId/060411160001,2021,2927.6072434764424,0.0
geoId/060411150003,2021,6371.692950627693,0.0
geoId/060411082001,2021,9900.079591006715,0.0
geoId/060411142001,2021,6395.372999674483,0.0
geoId/060411150004,2021,1997.4288916936464,0.0
geoId/060411110004,2021,3109.2708411229187,0.0
geoId/060290051031,2021,204990.99652580387,0.0
geoId/060290009081,2021,9318.100681307971,0.0
geoId/060290009102,2021,13010.530593546013,0.0
geoId/060290009103,2021,66943.40546817606,0.0
geoId/060133451081,2021,49962.9033858759,0.0
geoId/060133451111,2021,18540.62943682597,0.0
geoId/060133451112,2021,12514.631173853615,0.0
geoId/060133451083,2021,9514.337698777175,0.0
geoId/060133451082,2021,20584.450318722083,0.0
geoId/060855065032,2021,7875.917530984939,0.0
geoId/060855065033,2021,5134.256291374477,0.0
geoId/060855065031,2021,9648.000132972156,0.0
geoId/060855037091,2021,9632.58980853364,0.0
geoId/060855037093,2021,1882.0458576727835,0.0
geoId/060855037092,2021,1559.3585274117734,0.0
geoId/060855043191,2021,11179.35138518228,0.0
geoId/060855043182,2021,12350.571897132544,0.0
geoId/060855043193,2021,7843.906131711046,0.0
geoId/060855037082,2021,2171.1587538677545,0.0
geoId/060855037081,2021,6945.129875085752,0.0
geoId/060855026032,2021,5740.274447921544,0.0
geoId/060855026033,2021,7977.660134055665,0.0
geoId/060855029014,2021,9112.979252375708,0.0
geoId/060855026031,2021,4514.95452500646,0.0
geoId/060855029011,2021,5661.543966088894,0.0
geoId/060855029021,2021,10960.825647640431,0.0
geoId/060855029022,2021,8816.892375619705,0.0
geoId/060855029012,2021,6935.049833160408,0.0
geoId/060855029013,2021,6249.050539743198,0.0
geoId/060770040012,2021,47529.9789237528,0.0
geoId/060670095011,2021,125.20363840994794,0.0
geoId/060770046004,2021,60728.96264885878,0.0
geoId/060190039005,2021,88742.00764104762,0.0
geoId/060190039004,2021,90520.3415089302,0.0
geoId/060759809001,2021,47389.160614201006,0.0
geoId/060750230011,2021,5818.927625621513,0.0
geoId/060750229033,2021,1629.565940365802,0.0
geoId/060750229031,2021,1192.4485435462034,0.0
geoId/060750229032,2021,2547.1817351414816,0.0
geoId/060750232003,2021,2695.730395080845,0.0
geoId/060750612001,2021,4989.341177818599,0.0
geoId/060750232001,2021,2776.9718411743575,0.0
geoId/060750230032,2021,1729.1054533477368,0.0
geoId/060750612002,2021,4878.407045293379,0.0
geoId/060750230031,2021,3469.059697899383,0.0
geoId/060750230012,2021,815.6921141579738,0.0
geoId/060750614001,2021,5282.321044729135,0.0
geoId/060750304002,2021,2935.961458969545,0.0
geoId/060750308005,2021,6172.707170929753,0.0
geoId/060750304005,2021,1183.5649969620138,0.0
geoId/060390002021,2021,167826.3402216947,0.0
geoId/060390002024,2021,81708.32119291929,0.0
geoId/060390003007,2021,5356.0040074876315,0.0
geoId/060390003002,2021,20927.491442769664,0.0
geoId/060390003006,2021,16483.768045049725,0.0
geoId/060190055201,2021,13506.95151710458,0.0
geoId/060190055181,2021,38402.678661069265,0.0
geoId/060190055203,2021,13962.826790452244,0.0
geoId/060190057021,2021,8546.033396235165,0.0
geoId/060190059071,2021,5032.342006356554,0.0
geoId/060190055122,2021,30782.22621894789,0.0
geoId/060190059122,2021,38268.354757793546,0.0
geoId/060190057022,2021,10682.496402479588,0.0
geoId/060190055202,2021,2147.97425802462,0.0
geoId/060190057012,2021,11174.839900632263,0.0
geoId/060750329014,2021,4548.116369979835,0.0
geoId/060750330005,2021,1879.2953758188532,0.0
geoId/060750353002,2021,3316.351998914555,0.0
geoId/060750330006,2021,2332.878534714852,0.0
geoId/060750330002,2021,2536.858660089638,0.0
geoId/060750330001,2021,1249.3655318115766,0.0
geoId/060750106002,2021,3367.4454192357957,0.0
geoId/060750107002,2021,1494.7315968556345,0.0
geoId/060750107004,2021,1326.063614078005,0.0
geoId/060750106003,2021,2469.431466946842,0.0
geoId/060750107001,2021,547.3424245611558,0.0
geoId/060530141051,2021,25454.809845524647,5820.66924557252
geoId/060871101001,2021,3257.122511554672,0.0
geoId/060871103002,2021,6527.430782634513,0.0
geoId/060871103004,2021,6927.196118411129,0.0
geoId/060750451003,2021,3719.9558606896694,0.0
geoId/060750401003,2021,2609.8015782365865,0.0
geoId/060750402001,2021,2122.5377761368386,0.0
geoId/060750402002,2021,2708.5772036537105,0.0
geoId/060750401002,2021,1292.7884796400556,0.0
geoId/060750155003,2021,2659.2733414696263,0.0
geoId/060750133004,2021,2518.5024900701487,0.0
geoId/060750133005,2021,1834.9228730519,0.0
geoId/060750401004,2021,1445.8000498866345,0.0
geoId/060750401001,2021,2079.0066387927327,0.0
geoId/060750402003,2021,2231.290615423433,0.0
geoId/060750452005,2021,3358.2477016991447,0.0
geoId/060750402004,2021,1011.0663558710576,0.0
geoId/060855091022,2021,7591.787577480472,0.0
geoId/060855091084,2021,20668.03034326157,0.0
geoId/060855086013,2021,5398.105385605736,0.0
geoId/060855091021,2021,31637.070941386766,0.0
geoId/060855091061,2021,4571.731826787973,0.0
geoId/060855087041,2021,4941.930482585598,0.0
geoId/060750132001,2021,3664.240800786347,0.0
geoId/060750130003,2021,2464.8552675366705,0.0
geoId/060750130002,2021,2812.91133365778,0.0
geoId/060750130001,2021,2876.338060512967,0.0
geoId/060750126022,2021,7905.64955627832,0.0
geoId/060750129022,2021,2933.6725383303865,0.0
geoId/060750130004,2021,1964.3179902117183,0.0
geoId/060750129021,2021,2861.402411163021,0.0
geoId/060190046011,2021,17569.889088535903,0.0
geoId/060190048021,2021,13968.719882456146,0.0
geoId/060190043034,2021,13626.176011781314,0.0
geoId/060190043033,2021,11721.717022603658,0.0
geoId/060190045062,2021,21015.596995030308,0.0
geoId/060190045061,2021,16928.656064865027,0.0
geoId/060190046012,2021,9105.559290092517,0.0
geoId/060971528015,2021,9768.744586087205,0.0
geoId/060971528011,2021,22503.77594453696,0.0
geoId/060971528021,2021,3993.832716138212,0.0
geoId/060971528023,2021,5282.4555796870145,0.0
geoId/060971528024,2021,6366.776604803496,0.0
geoId/060971529032,2021,12362.277476489571,0.0
geoId/060971527022,2021,13121.479531514708,0.0
geoId/060971529033,2021,1040.721214992051,0.0
geoId/060971524003,2021,45464.17459071188,8032.273181890379
geoId/060971528014,2021,5937.25818410084,0.0
geoId/060190055252,2021,49180.8591083847,0.0
geoId/060190056082,2021,3769.082826952746,0.0
geoId/060190056024,2021,5516.544733694327,0.0
geoId/060190056062,2021,13912.852555732748,0.0
geoId/060190057014,2021,7940.429669205821,0.0
geoId/060190057011,2021,10072.054557630145,0.0
geoId/060190055132,2021,18405.758217379647,0.0
geoId/060190055121,2021,16637.684523250537,0.0
geoId/060190055221,2021,10432.589817881995,0.0
geoId/060190055131,2021,15354.081721705124,0.0
geoId/060190056074,2021,4268.674714489867,0.0
geoId/060190056072,2021,6499.573031649433,0.0
geoId/060190056081,2021,4551.5894586249715,0.0
geoId/060190056071,2021,2700.7726354279635,0.0
geoId/060190055223,2021,22557.951807527435,0.0
geoId/060190056022,2021,9111.769507587636,0.0
geoId/060750125022,2021,1657.2090157628534,0.0
geoId/060871206005,2021,15546.414172096502,0.0
geoId/060816049001,2021,7959.24385963397,0.0
geoId/060816050001,2021,7327.6340487743555,0.0
geoId/060816044003,2021,13954.9854994492,0.0
geoId/060816048003,2021,3988.3631787040536,0.0
geoId/060816050003,2021,18167.460041918617,0.0
geoId/060816049002,2021,3993.3441769349793,0.0
geoId/060816050005,2021,5056.494632492414,0.0
geoId/060816050004,2021,3780.174995344848,0.0
geoId/060816050002,2021,2397.416292060364,0.0
geoId/060816047002,2021,4944.430021311886,0.0
geoId/060190078023,2021,5403.117871865554,0.0
geoId/060450112001,2021,153636.91108094677,17978.651410168513
geoId/060450112002,2021,91806.94555932024,69869.75441337904
geoId/060450110022,2021,67577.01358009562,29307.32978796695
geoId/060830019014,2021,12224.762160277904,0.0
geoId/060830019013,2021,24973.30481513094,10974.010706941208
geoId/060830028091,2021,151913.26127717734,309058.06331631023
geoId/060830019015,2021,14838.506442006745,0.0
geoId/060830019012,2021,15064.758696542736,12772.0855266067
geoId/060190044093,2021,6326.284450869402,0.0
geoId/060190044092,2021,7982.078135990532,0.0
geoId/060190043023,2021,11440.721522688904,0.0
geoId/060190045031,2021,19839.14172032498,0.0
geoId/060190043011,2021,27343.37113042735,0.0
geoId/060014417001,2021,12208.92969418948,0.0
geoId/060014413012,2021,7591.583013013102,0.0
geoId/060014418003,2021,8485.706835123849,0.0
geoId/060014419244,2021,7201.320777577178,0.0
